,Flight ID,Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled
2510,2954816,Airline B,377,Airport 4,Airport 2,5,5,9,Type B,0.247945,67.0,2.00596,0.749458,1
2511,7271241,Airline C,566,Airport 1,Airport 5,14,2,9,Type A,0.300169,2.0,4.899607,0.151593,0
2512,6945135,Airline A,336,Airport 2,Airport 2,3,2,7,Type B,0.70873,22.0,1.252222,0.570775,1
2513,2592466,Airline A,388,Airport 1,Airport 2,23,1,4,Type A,0.202796,3.555556,1.331332,0.099837,1
2514,5085461,Airline A,400,Airport 1,Airport 2,0,5,11,Type A,0.546905,28.44444,0.055199,0.275236,1
2515,5284419,Airline A,399,Airport 1,Airport 2,23,2,2,Type A,1.041735,41.77778,1.549337,1.023593,1
2516,6832441,Airline D,436,Airport 2,Airport 4,16,3,2,Type C,0.396972,30.0,4.650368,0.46208,0
2517,2754648,Airline D,578,Airport 4,Airport 2,10,2,4,Type E,0.434201,31.33333,4.623717,0.892106,0
2518,668059,Airline D,571,Airport 1,Airport 2,16,3,1,Type B,0.738204,28.0,2.509846,0.165999,0
2519,468847,Airline A,399,Airport 1,Airport 2,22,4,4,Type A,0.879012,5.333333,1.624105,0.231009,1
2520,7408282,Airline D,480,Airport 4,Airport 4,0,3,12,Type C,0.769606,14.0,2.848991,0.352825,0
2521,8170996,Airline A,545,Airport 2,Airport 2,8,3,11,Type C,0.997867,80.89444549999997,0.334871,0.366326,1
2522,9839833,Airline D,481,Airport 1,Airport 2,13,1,6,Type A,0.071451,10.0,0.793617,0.745277,1
2523,6422066,Airline E,657,Airport 4,Airport 5,14,2,6,Type E,0.982253,1.0,4.819087,0.599411,1
2524,5759283,Airline D,538,Airport 1,Airport 2,23,4,7,Type E,0.95019,14.0,1.279843,0.553249,1
2525,319499,Airline B,413,Airport 3,Airport 4,0,2,5,Type D,0.852139,13.0,1.922246,0.602376,1
2526,4269883,Airline D,423,Airport 5,Airport 2,1,7,9,Type E,0.454126,12.66667,2.544722,0.732191,1
2527,5040801,Airline C,403,Airport 3,Airport 5,17,7,2,Type D,0.870902,16.0,4.895661,0.892817,1
2528,9294401,Airline D,430,Airport 1,Airport 2,17,3,2,Type C,0.220832,80.89444549999997,3.449968,0.41474,1
2529,5946698,Airline B,502,Airport 2,Airport 5,5,6,4,Type A,0.791656,28.0,3.147992,0.802926,1
2530,4955112,Airline B,476,Airport 5,Airport 2,19,3,4,Type E,0.185238,1.0,2.622,0.495097,0
2531,1116802,Airline A,453,Airport 3,Airport 4,7,2,4,Type D,0.815362,24.66667,3.503372,0.722078,1
2532,1142172,Airline E,558,Airport 4,Airport 5,0,4,1,Type C,0.614529,34.66667,3.320079,0.874824,0
2533,8561379,Airline D,534,Airport 2,Airport 3,14,6,4,Type E,0.098031,67.0,4.714204,0.032215,1
2534,9721108,Airline A,342,Airport 1,Airport 2,9,4,12,Type A,0.99532,14.22222,1.354588,0.614958,1
2535,7903249,Airline A,372,Airport 1,Airport 2,3,1,5,Type A,0.677957,9.777778,1.053756,1.113053,1
2536,9450746,Airline D,401,Airport 1,Airport 2,9,3,9,Type E,0.656248,54.0,4.03581,0.496224,1
2537,6764173,Airline C,419,Airport 4,Airport 5,10,3,3,Type C,0.28351,30.0,3.998917,0.864304,1
2538,6437443,Airline D,436,Airport 3,Airport 3,4,7,3,Type A,0.871636,23.0,0.849182,0.1859,1
2539,410356,Airline A,459,Airport 1,Airport 2,8,1,5,Type A,0.645201,2.666667,0.59198,0.679823,1
2540,5726750,Airline A,535,Airport 1,Airport 2,4,7,10,Type A,0.52112,18.37037,2.596596,0.979094,0
2541,8010428,Airline C,387,Airport 4,Airport 3,10,2,6,Type B,0.534282,2.0,2.220548,0.431533,1
2542,6777748,Airline A,423,Airport 4,Airport 5,2,3,3,Type A,0.703313,3.0,2.598303,0.486722,1
2543,9590397,Airline A,341,Airport 1,Airport 2,3,2,1,Type A,0.795048,10.66667,0.7754,0.09227,1
2544,1043305,Airline D,407,Airport 4,Airport 2,9,4,10,Type A,0.357577,13.0,2.405355,0.042172,1
2545,8036134,Airline B,479,Airport 1,Airport 2,6,6,8,Type C,0.385258,18.0,3.716783,0.468708,0
2546,8165927,Airline A,410,Airport 2,Airport 2,0,6,12,Type E,0.562238,8.0,2.411725,0.843475,1
2547,6753754,Airline C,396,Airport 3,Airport 5,5,6,1,Type E,0.924407,1.0,1.573923,0.931324,1
2548,4157264,Airline A,448,Airport 1,Airport 2,7,7,2,Type A,0.84543,4.444444,0.240003,0.740985,1
2549,4362241,Airline C,523,Airport 5,Airport 3,16,5,3,Type E,0.390415,2.0,4.841308,0.826399,0
2550,7272389,Airline D,408,Airport 5,Airport 2,23,1,6,Type A,0.337033,10.66667,4.358289,0.734854,1
2551,5607250,Airline E,602,Airport 5,Airport 5,6,6,4,Type A,0.523637,4.666667,3.956825,0.701486,0
2552,1200966,Airline B,415,Airport 1,Airport 2,0,3,4,Type D,0.869991,6.666667,3.470355,0.769033,1
2553,9442568,Airline B,458,Airport 4,Airport 3,8,1,9,Type D,0.008679,19.0,2.577549,0.505303,0
2554,2152291,Airline D,615,Airport 2,Airport 4,10,4,6,Type D,0.710486,8.0,4.486984,0.457938,0
2555,3879505,Airline A,557,Airport 1,Airport 2,18,4,12,Type A,0.394512,7.111111,2.179254,0.179036,0
2556,5439564,Airline A,486,Airport 1,Airport 2,1,7,2,Type A,0.308397,47.11111,2.040027,0.949292,1
2557,2873456,Airline A,537,Airport 1,Airport 2,22,4,7,Type A,0.112138,20.44444,0.973876,0.050191,1
2558,2633707,Airline E,373,Airport 5,Airport 2,10,4,3,Type C,0.896591,58.0,2.117291,0.267444,1
2559,4756482,Airline B,662,Airport 2,Airport 4,2,5,9,Type D,0.912248,14.0,3.534011,0.519916,1
2560,7866082,Airline E,378,Airport 4,Airport 4,16,2,6,Type D,0.061417,71.0,1.855312,0.971598,1
2561,1121550,Airline C,520,Airport 5,Airport 2,9,2,8,Type C,0.521815,5.333333,2.669873,0.785973,0
2562,5069491,Airline A,612,Airport 1,Airport 2,2,6,1,Type A,0.252574,24.88889,1.816282,0.414755,0
2563,8351146,Airline E,526,Airport 1,Airport 3,21,5,2,Type B,0.758688,20.0,2.188792,0.713948,0
2564,5109560,Airline A,494,Airport 3,Airport 2,2,7,6,Type D,0.665391,50.0,3.965198,0.931369,1
2565,9862961,Airline A,612,Airport 1,Airport 2,20,2,3,Type A,0.397131,14.22222,0.490697,0.606244,1
2566,3144077,Airline A,562,Airport 1,Airport 2,6,7,1,Type A,0.21696,50.66667,1.995141,0.519683,1
2567,9315244,Airline A,451,Airport 5,Airport 2,1,7,6,Type E,0.831221,24.0,0.72605,0.552993,1
2568,8466615,Airline E,654,Airport 2,Airport 3,0,4,5,Type B,0.674252,36.0,4.689198,0.31153,0
2569,8599061,Airline D,425,Airport 5,Airport 2,6,2,9,Type C,0.00682,65.0,1.570188,0.907349,1
2570,2559421,Airline A,662,Airport 4,Airport 2,19,1,6,Type C,0.627872,80.89444549999997,3.977162,0.797282,1
2571,8797137,Airline E,559,Airport 1,Airport 2,10,6,5,Type C,0.810296,26.0,2.607085,0.705484,1
2572,8816182,Airline A,460,Airport 1,Airport 2,22,2,1,Type D,0.590768,11.0,0.455435,0.589092,1
2573,7242701,Airline A,397,Airport 3,Airport 2,5,1,1,Type E,0.424714,6.666667,2.912934,0.969475,1
2574,3858703,Airline B,515,Airport 3,Airport 4,22,3,11,Type B,0.583918,11.0,4.560889,0.297706,0
2575,428722,Airline E,438,Airport 3,Airport 2,3,1,1,Type A,0.619712,3.0,0.786172,0.283135,1
2576,386006,Airline D,510,Airport 2,Airport 5,18,1,7,Type A,0.640035,1.0,1.606535,0.242138,0
2577,5187008,Airline A,576,Airport 1,Airport 2,20,4,6,Type A,1.067045,23.11111,1.097897,0.834498,1
2578,7161851,Airline A,588,Airport 4,Airport 5,18,4,5,Type C,0.178648,49.0,1.575265,0.797286,1
2579,7189341,Airline A,638,Airport 4,Airport 5,13,6,4,Type C,0.623093,1.0,4.718897,0.597114,0
2580,7179457,Airline A,397,Airport 4,Airport 4,2,4,11,Type C,0.187993,25.0,1.887501,0.651984,1
2581,583576,Airline E,524,Airport 3,Airport 2,3,1,11,Type C,0.209957,13.0,3.49031,0.348961,1
2582,2762865,Airline E,358,Airport 1,Airport 5,7,5,8,Type C,0.669258,66.0,1.119584,0.039758,1
2583,818421,Airline B,500,Airport 3,Airport 2,17,4,11,Type E,0.915954,4.0,1.09853,0.253636,1
2584,8575850,Airline D,344,Airport 4,Airport 3,3,4,8,Type D,0.159044,24.0,0.879247,0.584303,1
2585,1205877,Airline B,662,Airport 3,Airport 3,10,1,5,Type B,0.962466,80.89444549999997,2.174061,0.812933,1
2586,7854501,Airline C,629,Airport 4,Airport 3,15,3,4,Type C,0.319372,8.0,2.864291,0.777195,0
2587,9322325,Airline A,345,Airport 5,Airport 5,2,3,2,Type D,0.391314,40.0,0.053741,0.179487,1
2588,9164165,Airline A,437,Airport 1,Airport 3,6,2,7,Type A,0.153681,64.0,4.164617,0.051446,1
2589,5422328,Airline A,572,Airport 5,Airport 4,1,6,5,Type E,0.615836,4.0,2.563769,0.85056,0
2590,2993296,Airline B,523,Airport 2,Airport 4,0,3,3,Type D,0.59642,80.89444549999997,0.78605,0.075589,1
2591,6982872,Airline A,501,Airport 1,Airport 2,0,4,9,Type A,0.54227,43.55556,0.168233,0.442475,1
2592,2583631,Airline A,525,Airport 2,Airport 2,5,5,9,Type C,0.476091,4.0,0.515996,0.094226,1
2593,4119847,Airline B,585,Airport 3,Airport 2,18,2,11,Type C,0.622976,11.0,1.288217,0.564049,0
2594,7513639,Airline E,662,Airport 5,Airport 2,6,6,11,Type D,0.583497,29.0,2.496461,0.363336,0
2595,932147,Airline E,386,Airport 4,Airport 2,23,5,10,Type C,0.374263,64.0,4.301198,0.202494,1
2596,881860,Airline B,479,Airport 4,Airport 2,4,5,11,Type D,0.884114,4.0,4.514827,0.595168,1
2597,7986982,Airline A,336,Airport 3,Airport 2,20,4,8,Type C,0.667661,39.0,4.16164,0.363392,1
2598,1794393,Airline B,494,Airport 4,Airport 2,17,1,1,Type A,0.205406,9.0,1.642817,0.166788,0
2599,2039013,Airline B,662,Airport 5,Airport 3,23,1,12,Type A,0.319903,49.0,1.732789,0.700086,1
2600,7918960,Airline B,547,Airport 4,Airport 2,12,1,3,Type B,0.787878,22.66667,4.937292,0.836808,1
2601,3965837,Airline C,577,Airport 5,Airport 4,0,3,2,Type C,0.104525,22.0,3.606403,0.273743,0
2602,6824072,Airline E,518,Airport 2,Airport 5,9,1,4,Type C,0.750232,31.0,1.52476,0.186425,0
2603,3041761,Airline D,428,Airport 5,Airport 5,8,6,2,Type D,0.358842,62.0,1.645401,0.075252,1
2604,4654634,Airline D,346,Airport 1,Airport 4,16,4,12,Type D,0.551691,14.0,2.173222,0.527902,1
2605,2850327,Airline C,645,Airport 1,Airport 2,0,3,11,Type C,0.280558,28.66667,3.309033,0.831294,0
2606,4668452,Airline B,455,Airport 1,Airport 2,0,6,8,Type B,0.986457,5.0,4.489896,0.25079,1
2607,6111498,Airline C,481,Airport 3,Airport 3,6,1,1,Type C,0.90584,36.0,0.991536,0.460638,1
2608,3493962,Airline C,336,Airport 3,Airport 5,3,6,4,Type D,0.92845,41.0,0.422017,0.160803,1
2609,1983448,Airline A,435,Airport 1,Airport 2,22,5,5,Type A,0.284776,15.11111,1.01438,0.454726,1
2610,715815,Airline E,513,Airport 5,Airport 2,20,4,10,Type D,0.84169,47.0,1.227277,0.015445,1
2611,5004569,Airline A,534,Airport 1,Airport 2,11,4,4,Type A,0.635397,21.33333,1.440082,1.02457,0
2612,3797594,Airline B,660,Airport 2,Airport 3,15,6,8,Type E,0.707859,54.66667,3.496074,0.676572,1
2613,9759512,Airline A,474,Airport 1,Airport 2,13,2,2,Type A,0.317504,2.666667,0.77684,0.374415,1
2614,7299647,Airline D,489,Airport 5,Airport 3,22,4,9,Type B,0.711985,2.666667,3.427256,0.881198,0
2615,573490,Airline A,652,Airport 1,Airport 2,9,5,2,Type A,1.014267,48.88889,0.857868,0.205796,1
2616,131561,Airline D,617,Airport 3,Airport 2,13,4,2,Type C,0.267481,55.0,3.374841,0.078734,1
2617,5524534,Airline D,359,Airport 5,Airport 3,6,2,2,Type D,0.23336,12.66667,3.165304,0.942622,1
2618,507428,Airline C,644,Airport 4,Airport 2,3,4,12,Type E,0.104415,80.89444549999997,1.590799,0.309017,1
2619,3470425,Airline E,339,Airport 2,Airport 2,1,7,10,Type B,0.266807,22.66667,3.178614,0.935973,1
2620,1906712,Airline A,547,Airport 3,Airport 2,23,4,8,Type D,0.535792,80.89444549999997,1.904775,0.637613,1
2621,6859472,Airline B,575,Airport 3,Airport 4,17,2,3,Type E,0.832716,22.0,1.682275,0.980043,1
2622,97276,Airline D,518,Airport 2,Airport 5,15,7,10,Type E,0.2788,6.0,1.646439,0.753429,0
2623,812553,Airline B,462,Airport 2,Airport 2,8,7,11,Type E,0.621144,17.0,1.728226,0.105484,0
2624,3582021,Airline A,455,Airport 4,Airport 2,4,4,10,Type A,0.479591,78.66667,3.933724,0.852229,1
2625,221497,Airline B,336,Airport 3,Airport 2,8,6,8,Type C,0.288579,13.0,1.225894,0.147879,1
2626,695530,Airline A,515,Airport 3,Airport 2,7,3,7,Type D,0.510359,62.66667,3.609937,0.692198,1
2627,537049,Airline C,503,Airport 1,Airport 4,23,7,10,Type D,0.167962,47.0,4.703103,0.500407,1
2628,67268,Airline D,650,Airport 5,Airport 5,19,6,4,Type D,0.639578,17.0,1.752145,0.707725,0
2629,9551860,Airline A,472,Airport 5,Airport 3,15,4,7,Type E,0.115663,23.0,0.14756,0.76499,1
2630,2038120,Airline B,447,Airport 1,Airport 2,19,1,11,Type C,0.730981,28.0,0.12303,0.803665,1
2631,6948936,Airline D,448,Airport 5,Airport 5,17,1,8,Type B,0.177713,32.0,0.697514,0.83498,1
2632,3580026,Airline C,416,Airport 2,Airport 5,3,3,6,Type D,0.998159,2.0,0.550224,0.847225,1
2633,367184,Airline D,454,Airport 5,Airport 2,15,7,6,Type C,0.823673,80.89444549999997,3.740426,0.412574,1
2634,9585715,Airline A,396,Airport 5,Airport 3,3,4,3,Type C,0.34384,27.0,1.474254,0.889228,1
2635,8075678,Airline C,561,Airport 1,Airport 2,5,5,5,Type A,0.426205,53.33333,3.462549,0.71958,1
2636,5237637,Airline B,539,Airport 4,Airport 2,2,7,10,Type D,0.259191,29.0,0.412277,0.838971,1
2637,6060805,Airline C,354,Airport 5,Airport 2,17,4,2,Type E,0.767115,16.0,1.478701,0.989191,1
2638,1708107,Airline A,509,Airport 1,Airport 2,14,1,12,Type A,0.480727,22.22222,0.785366,0.130967,1
2639,1613103,Airline E,611,Airport 4,Airport 5,7,2,5,Type C,0.755186,53.0,1.384403,0.37058,1
2640,778783,Airline C,605,Airport 1,Airport 2,17,3,5,Type B,0.018402,11.0,1.153589,0.806547,0
2641,4467332,Airline C,396,Airport 4,Airport 2,23,2,7,Type A,0.135621,80.89444549999997,3.08958,0.086303,1
2642,3401695,Airline D,633,Airport 1,Airport 2,22,5,4,Type C,0.364974,12.0,3.513364,0.540781,0
2643,3173120,Airline B,447,Airport 2,Airport 2,2,4,11,Type C,0.108909,80.89444549999997,0.742327,0.858398,1
2644,1302021,Airline A,502,Airport 1,Airport 2,5,5,6,Type A,0.701128,56.0,1.852865,0.021365,1
2645,8248729,Airline A,464,Airport 1,Airport 2,21,2,9,Type A,0.150832,38.22222,0.625114,1.056959,1
2646,6558628,Airline A,379,Airport 2,Airport 2,20,4,4,Type B,0.859763,18.0,1.414613,0.978145,1
2647,2086052,Airline A,422,Airport 1,Airport 2,23,7,11,Type A,0.861308,23.11111,2.072021,0.362566,1
2648,8881178,Airline A,624,Airport 1,Airport 2,14,6,6,Type A,0.316256,32.0,2.452915,0.86264,0
2649,4862900,Airline E,627,Airport 1,Airport 5,11,6,12,Type E,0.483792,23.0,4.323782,0.127176,0
2650,6174512,Airline A,568,Airport 5,Airport 2,4,7,9,Type E,0.451813,40.0,0.938814,0.772864,1
2651,6875565,Airline B,477,Airport 5,Airport 3,6,5,10,Type A,0.724865,46.0,4.996338,0.481522,1
2652,7827036,Airline A,662,Airport 1,Airport 2,21,6,12,Type A,0.501509,18.66667,1.880389,0.967807,0
2653,4224638,Airline A,598,Airport 1,Airport 2,14,6,1,Type A,0.132935,20.44444,1.476672,0.239182,0
2654,2427380,Airline D,488,Airport 3,Airport 5,6,1,8,Type A,0.273736,4.0,4.774207,0.672658,1
2655,1210241,Airline D,336,Airport 5,Airport 2,12,6,1,Type D,0.466196,5.333333,4.086902,0.786119,1
2656,1596532,Airline B,586,Airport 3,Airport 3,2,1,4,Type E,0.974492,70.0,3.458715,0.202492,1
2657,7253714,Airline C,624,Airport 1,Airport 5,22,3,3,Type D,0.881159,36.66667,4.191986,0.818287,1
2658,1804066,Airline E,542,Airport 3,Airport 2,12,1,4,Type E,0.181406,1.0,2.127333,0.957986,0
2659,791645,Airline C,336,Airport 2,Airport 4,2,1,7,Type A,0.723276,40.66667,3.422192,0.616079,1
2660,4377463,Airline C,519,Airport 1,Airport 2,1,2,9,Type B,0.936825,1.0,0.9529,0.78485,1
2661,9108431,Airline B,662,Airport 4,Airport 2,22,1,9,Type A,0.008793,12.0,5.140003,0.532584,0
2662,4438602,Airline C,484,Airport 5,Airport 2,3,1,10,Type D,0.720946,1.333333,2.944909,0.598103,0
2663,4320504,Airline A,662,Airport 5,Airport 2,16,2,1,Type E,0.459333,80.89444549999997,4.271186,0.013352,1
2664,50418,Airline D,570,Airport 3,Airport 2,5,1,10,Type D,0.680236,80.89444549999997,2.036699,0.524287,1
2665,5871622,Airline A,504,Airport 1,Airport 2,10,6,1,Type D,0.605589,18.66667,3.792944,0.575564,0
2666,6868638,Airline A,640,Airport 1,Airport 2,5,7,9,Type A,1.084665,12.44444,0.968462,0.753803,1
2667,1971236,Airline D,439,Airport 1,Airport 5,21,1,4,Type D,0.288815,21.0,2.950025,0.169391,0
2668,5140046,Airline C,376,Airport 5,Airport 3,1,3,12,Type B,0.786143,43.0,3.890674,0.241374,1
2669,8790068,Airline E,378,Airport 1,Airport 4,16,1,3,Type E,0.23464,7.0,0.58237,0.756005,1
2670,8087833,Airline A,520,Airport 1,Airport 2,2,1,9,Type A,0.535608,15.11111,0.891965,0.188594,1
2671,8148933,Airline C,544,Airport 3,Airport 3,11,3,5,Type B,0.975381,40.0,2.724685,0.416026,1
2672,3622631,Airline A,431,Airport 2,Airport 4,13,7,12,Type A,0.766136,15.0,1.669989,0.25049,0
2673,5224736,Airline D,621,Airport 1,Airport 2,1,2,6,Type E,0.315821,1.0,1.745836,0.545184,0
2674,6832813,Airline C,508,Airport 2,Airport 4,21,6,1,Type A,0.619369,21.0,1.40832,0.986871,0
2675,7926191,Airline A,582,Airport 5,Airport 2,21,7,1,Type E,0.049692,40.0,1.338959,0.852038,1
2676,192816,Airline E,431,Airport 3,Airport 3,4,1,7,Type E,0.266395,80.89444549999997,4.244523,0.269474,1
2677,8359504,Airline E,481,Airport 3,Airport 2,9,6,10,Type C,0.71839,1.0,4.618446,0.368612,0
2678,2961453,Airline A,336,Airport 1,Airport 2,9,5,8,Type A,0.670094,20.44444,1.750424,1.033463,1
2679,6808560,Airline E,471,Airport 3,Airport 4,20,6,11,Type D,0.469673,17.0,0.149998,0.898295,1
2680,2413598,Airline B,522,Airport 1,Airport 5,8,2,8,Type A,0.690876,8.0,3.931166,0.160528,0
2681,9265349,Airline D,443,Airport 1,Airport 3,20,2,7,Type D,0.398459,20.0,2.659699,0.829271,0
2682,1677584,Airline D,493,Airport 2,Airport 4,12,7,11,Type A,0.026156,5.0,3.79055,0.297608,0
2683,4806895,Airline A,523,Airport 1,Airport 2,9,1,9,Type A,0.541027,8.888889,1.093346,0.611779,0
2684,3819739,Airline C,446,Airport 1,Airport 5,5,3,1,Type C,0.902129,45.0,0.20641,0.005098,1
2685,591473,Airline C,473,Airport 2,Airport 3,10,2,2,Type C,0.856615,12.0,3.408725,0.99859,1
2686,9599975,Airline E,426,Airport 4,Airport 4,3,3,3,Type E,0.408997,80.89444549999997,2.220642,0.761096,1
2687,4076963,Airline A,405,Airport 2,Airport 4,13,7,12,Type B,0.022221,14.0,4.370217,0.241733,1
2688,1039655,Airline A,622,Airport 1,Airport 2,16,7,5,Type A,0.736307,16.0,1.845345,0.769269,0
2689,3391043,Airline A,356,Airport 1,Airport 4,19,5,4,Type D,0.741194,10.0,1.797809,0.293307,1
2690,6061618,Airline A,585,Airport 1,Airport 2,1,3,4,Type A,0.394244,7.111111,2.010205,0.100638,0
2691,3286960,Airline A,363,Airport 5,Airport 3,9,7,8,Type C,0.476664,76.0,2.476043,0.42531,1
2692,8121490,Airline D,651,Airport 5,Airport 5,2,7,8,Type D,0.991857,41.0,0.99722,0.613719,1
2693,912912,Airline A,557,Airport 1,Airport 2,6,7,11,Type A,0.676343,10.66667,1.049716,0.101,1
2694,993046,Airline B,462,Airport 1,Airport 4,6,4,7,Type C,0.351075,36.0,1.112812,0.518406,0
2695,5594993,Airline E,594,Airport 3,Airport 4,0,7,1,Type A,0.627489,80.89444549999997,0.024883,0.514864,1
2696,7029778,Airline A,608,Airport 1,Airport 2,7,7,10,Type A,0.280022,1.777778,0.816989,0.707226,1
2697,3049123,Airline E,557,Airport 2,Airport 3,22,3,4,Type B,0.199252,9.0,1.247607,0.244646,0
2698,8251475,Airline D,547,Airport 1,Airport 5,0,2,1,Type D,0.924925,6.0,0.021685,0.020641,1
2699,4000707,Airline E,522,Airport 4,Airport 5,7,3,11,Type E,0.2392,61.0,4.119627,0.324858,1
2700,5139571,Airline A,641,Airport 2,Airport 2,13,3,5,Type C,0.310789,5.0,0.584925,0.398581,1
2701,6092172,Airline D,497,Airport 4,Airport 4,13,4,3,Type A,0.543777,11.0,2.245295,0.635741,0
2702,8074663,Airline B,512,Airport 4,Airport 4,1,4,3,Type C,0.899693,23.0,2.089416,0.930172,1
2703,7822091,Airline C,586,Airport 5,Airport 2,7,1,4,Type E,0.781449,29.0,0.907041,0.203386,1
2704,8378528,Airline A,468,Airport 1,Airport 2,18,2,2,Type A,0.143784,29.03704,2.417171,0.77325,0
2705,4167943,Airline D,610,Airport 4,Airport 2,9,7,7,Type D,0.69303,15.0,3.018668,0.097401,0
2706,3329341,Airline A,589,Airport 1,Airport 2,6,1,12,Type A,0.604061,19.55556,2.033783,0.214449,0
2707,2112710,Airline C,662,Airport 5,Airport 5,12,7,4,Type C,0.475553,80.89444549999997,2.680703,0.509135,1
2708,264562,Airline A,487,Airport 1,Airport 2,21,7,5,Type A,0.791558,8.888889,1.80703,0.796925,1
2709,220237,Airline D,559,Airport 2,Airport 2,20,4,12,Type E,0.196232,5.333333,5.048896,0.858569,0
2710,7864904,Airline D,546,Airport 4,Airport 3,14,7,2,Type B,0.981489,37.0,1.742027,0.743903,1
2711,5789246,Airline A,581,Airport 1,Airport 3,10,7,6,Type C,0.645307,44.0,2.521319,0.015353,1
2712,7951732,Airline E,492,Airport 3,Airport 2,13,3,9,Type C,0.365656,10.66667,2.572684,0.683931,0
2713,3302391,Airline B,546,Airport 1,Airport 5,10,4,8,Type A,0.600202,4.666667,4.959974,0.824658,0
2714,53727,Airline C,514,Airport 4,Airport 5,1,5,8,Type C,0.216471,45.0,1.365496,0.525533,1
2715,7596582,Airline D,586,Airport 5,Airport 2,1,3,2,Type B,0.633842,22.0,3.376538,0.965599,1
2716,9690140,Airline D,336,Airport 5,Airport 4,11,1,4,Type A,0.028217,62.0,0.691148,0.004312,1
2717,7781044,Airline B,476,Airport 4,Airport 5,14,3,8,Type C,0.341182,36.66667,4.635368,0.818658,0
2718,7497485,Airline E,662,Airport 2,Airport 2,16,5,11,Type C,0.747517,6.0,2.95191,0.33482,0
2719,3460611,Airline A,654,Airport 1,Airport 2,13,4,1,Type A,0.907978,47.11111,2.148529,0.731756,1
2720,7464476,Airline A,530,Airport 1,Airport 2,15,2,8,Type A,0.352919,2.962963,2.438104,0.780167,0
2721,2178475,Airline A,559,Airport 5,Airport 2,7,7,3,Type E,0.539409,59.0,2.78555,0.306249,1
2722,9547394,Airline E,551,Airport 4,Airport 2,23,6,8,Type E,0.528493,29.33333,3.410036,0.995424,0
2723,723038,Airline C,563,Airport 2,Airport 2,16,2,6,Type E,0.421456,25.0,3.693603,0.10325,0
2724,6727051,Airline D,412,Airport 5,Airport 5,4,2,7,Type D,0.228433,30.0,2.302404,0.157029,1
2725,4243363,Airline B,433,Airport 2,Airport 4,11,7,2,Type E,0.703228,3.0,2.174191,0.892192,0
2726,3142772,Airline A,434,Airport 1,Airport 2,5,4,1,Type A,0.352362,1.0,0.465471,0.134077,1
2727,9208290,Airline A,455,Airport 1,Airport 2,17,2,6,Type A,1.011026,10.66667,0.959786,0.428947,1
2728,9652053,Airline B,657,Airport 3,Airport 5,4,5,12,Type D,0.528501,34.0,4.953785,0.733142,0
2729,190736,Airline B,383,Airport 1,Airport 3,5,7,3,Type E,0.870478,18.0,1.349308,0.791492,1
2730,8802137,Airline A,662,Airport 1,Airport 2,8,4,4,Type A,0.390743,6.222222,2.106102,1.074003,0
2731,814478,Airline A,540,Airport 3,Airport 2,14,2,9,Type A,0.807079,53.0,0.296737,0.789574,1
2732,9050179,Airline A,383,Airport 3,Airport 3,9,7,3,Type A,0.113664,4.666667,2.337344,0.844532,1
2733,4577883,Airline E,443,Airport 5,Airport 4,16,6,2,Type C,0.76683,50.0,0.292051,0.949376,1
2734,5625373,Airline D,543,Airport 5,Airport 3,18,1,2,Type B,0.386946,12.0,2.579,0.553688,0
2735,7114192,Airline C,370,Airport 2,Airport 5,11,4,2,Type C,0.46999,18.0,0.137762,0.343433,1
2736,1395895,Airline C,465,Airport 5,Airport 4,8,4,6,Type C,0.166807,6.0,3.066474,0.761613,0
2737,2557296,Airline C,386,Airport 4,Airport 4,14,3,2,Type D,0.018628,69.0,2.932545,0.163542,1
2738,1407592,Airline A,563,Airport 5,Airport 3,13,7,11,Type A,0.666197,2.0,3.989216,0.068232,0
2739,7846362,Airline D,387,Airport 4,Airport 5,0,2,7,Type A,0.587718,2.666667,2.916431,0.785331,1
2740,3234523,Airline E,349,Airport 5,Airport 2,16,1,7,Type E,0.622428,20.0,4.629996,0.950671,1
2741,8329109,Airline A,646,Airport 1,Airport 2,0,7,7,Type A,0.355002,49.77778,2.157762,0.497753,1
2742,3468493,Airline B,469,Airport 4,Airport 2,22,6,2,Type C,0.239277,3.0,0.663283,0.161133,1
2743,7092114,Airline C,460,Airport 1,Airport 3,20,5,7,Type B,0.830296,39.0,1.327366,0.497021,1
2744,7126426,Airline D,547,Airport 4,Airport 2,21,4,10,Type A,0.761253,40.0,0.131153,0.393318,1
2745,301061,Airline A,497,Airport 2,Airport 3,12,5,8,Type B,0.33679,26.0,1.93067,0.372474,0
2746,7294713,Airline D,417,Airport 4,Airport 4,7,5,8,Type D,0.637806,13.33333,2.547681,0.628081,1
2747,5522312,Airline D,438,Airport 5,Airport 2,12,5,2,Type E,0.82815,11.0,4.729731,0.174736,1
2748,2161814,Airline A,571,Airport 5,Airport 4,15,3,5,Type B,0.888829,12.0,2.611337,0.380482,1
2749,657887,Airline C,403,Airport 2,Airport 2,1,7,6,Type A,0.005806,22.0,3.90514,0.868677,1
2750,7459425,Airline A,496,Airport 1,Airport 2,12,5,9,Type A,0.913462,1.777778,0.67006,0.820873,1
